user,text,date,count
pomadchin,"btw, with default deploy mode `--deploy-mode client` everything is ok",4/28/15,1
pomadchin,"btw, with default deploy mode `--deploy-mode client` everything is ok",4/28/15,1
notthatbreezy,What kind of spark cluster is it? Is it a mesos cluster?,4/28/15,1
notthatbreezy,What kind of spark cluster is it? Is it a mesos cluster?,4/28/15,1
notthatbreezy,"oh whoops, just looked at the master url",4/28/15,1
notthatbreezy,"oh whoops, just looked at the master url",4/28/15,1
pomadchin,:D) spark cluster ye,4/28/15,1
pomadchin,:D) spark cluster ye,4/28/15,1
pomadchin,docker is a power!,4/28/15,1
pomadchin,docker is a power!,4/28/15,1
pomadchin,http://104.155.79.182:8080/,4/28/15,1
pomadchin,http://104.155.79.182:8080/,4/28/15,1
notthatbreezy,Reason I asked was that I know cluster mode isn't supported supported for mesos,4/28/15,1
notthatbreezy,Reason I asked was that I know cluster mode isn't supported supported for mesos,4/28/15,1
pomadchin,heh; but its ok in a client mode normal ):,4/28/15,1
pomadchin,heh; but its ok in a client mode normal ):,4/28/15,1
pomadchin,dev link* for test ,4/28/15,1
pomadchin,dev link* for test ,4/28/15,1
notthatbreezy,"Hmm, I'm not really sure what the problem is (mesos thing was my only haphazard guess) -- someone else might have some ideas though",4/28/15,1
notthatbreezy,"Hmm, I'm not really sure what the problem is (mesos thing was my only haphazard guess) -- someone else might have some ideas though",4/28/15,1
echeipesh,fun fact: Exponential backoff is actually a random choice from (0 _„î 2^failures) * base multiple,4/28/15,1
echeipesh,fun fact: Exponential backoff is actually a random choice from (0 _„î 2^failures) * base multiple,4/28/15,1
echeipesh,http://en.wikipedia.org/wiki/Exponential_backoff,4/28/15,1
echeipesh,http://en.wikipedia.org/wiki/Exponential_backoff,4/28/15,1
echeipesh,"@pomadchin, I just came across this blog re spark executor memory tuning. It mostly talks about YARN, but the points are still valid. http://blog.cloudera.com/blog/2015/03/how-to-tune-your-apache-spark-jobs-part-2/",4/28/15,1
echeipesh,"@pomadchin, I just came across this blog re spark executor memory tuning. It mostly talks about YARN, but the points are still valid. http://blog.cloudera.com/blog/2015/03/how-to-tune-your-apache-spark-jobs-part-2/",4/28/15,1
echeipesh,"Trying to imagine how that Kyro error could come to be. AFAIK Kryo will create a mapping from class to ID the first time it encounters a new class to be serialized. So some component is getting a kryo seralized class of the type it has not seen. It_„Žs worth turning on logging and seeing if there is more useful error message there. ```import com.esotericsoftware.minlog.Log  Log.set(Log.LEVEL_TRACE)```",4/28/15,1
echeipesh,"Trying to imagine how that Kyro error could come to be. AFAIK Kryo will create a mapping from class to ID the first time it encounters a new class to be serialized. So some component is getting a kryo seralized class of the type it has not seen. It_„Žs worth turning on logging and seeing if there is more useful error message there. ```import com.esotericsoftware.minlog.Log  Log.set(Log.LEVEL_TRACE)```",4/28/15,1
pomadchin,"@echeipesh g2 provide ~ 10gb's to run an ingest job for tiles ~ 400-1gb sizes; batches by 4, ingesting with temporal spatial key ._. With 8gb's there was a memory error",4/28/15,1
pomadchin,"@echeipesh g2 provide ~ 10gb's to run an ingest job for tiles ~ 400-1gb sizes; batches by 4, ingesting with temporal spatial key ._. With 8gb's there was a memory error",4/28/15,1
pomadchin,Will try tomorrow to set improved logging,4/28/15,1
pomadchin,Will try tomorrow to set improved logging,4/28/15,1
pomadchin,"P.s. Ingesting in a client mode, but using cluster master was successful",4/28/15,1
pomadchin,"P.s. Ingesting in a client mode, but using cluster master was successful",4/28/15,1
lossyrob,@pomadchin we haven_„Žt used cluster mode for our spark submit jobs_„_we just submit them as a process on master. That only means that the job runs as a sync process from where you call it; it still utilizes the whole cluster. https://spark.apache.org/docs/latest/spark-standalone.html,4/28/15,1
lossyrob,@pomadchin we haven_„Žt used cluster mode for our spark submit jobs_„_we just submit them as a process on master. That only means that the job runs as a sync process from where you call it; it still utilizes the whole cluster. https://spark.apache.org/docs/latest/spark-standalone.html,4/28/15,1
pomadchin,"@lossyrob then, what exactly means cluster mode?",4/28/15,1
pomadchin,"@lossyrob then, what exactly means cluster mode?",4/28/15,1
pomadchin,"yep, noticed that it sends tasks on every worker",4/28/15,1
pomadchin,"yep, noticed that it sends tasks on every worker",4/28/15,1
notthatbreezy,cluster mode just means the spark driver is started on one of the workers instead of on your local machine (where you run spark submit from),4/28/15,1
notthatbreezy,cluster mode just means the spark driver is started on one of the workers instead of on your local machine (where you run spark submit from),4/28/15,1
pomadchin,hm,4/28/15,1
pomadchin,hm,4/28/15,1
pomadchin,see it,4/28/15,1
pomadchin,see it,4/28/15,1
notthatbreezy,"On the page @lossyrob linked, there's an explanation at the header ""Launching Spark Applications""",4/28/15,1
pomadchin,ty guys! :p soon will check the quality of ndvi counting with geotrellis,4/28/15,1
DarkManiel,@lossyrob nevermind I figured it out using:,4/28/15,1
DarkManiel,```var mousePoint = this.map.mouseEventToLayerPoint(e); var latLng = this.map.layerPointToLatLng(mousePoint); ```,4/28/15,1
lossyrob,oh nice. That sounds like the way to do it.,4/28/15,1
notthatbreezy,"@lossyrob - we kicked off an ingest a while ago, it seems to be stuck on pushing to accumulo -- is that something you all have come across before?",4/28/15,1
notthatbreezy,[![ingest.png](https://files.gitter.im/geotrellis/geotrellis/NuMC/thumb/ingest.png)](https://files.gitter.im/geotrellis/geotrellis/NuMC/ingest.png),4/28/15,1
echeipesh,pretty,4/28/15,1
notthatbreezy,"for reference, that's what the cluster looks like right now wrt to CPU and network IO -- lots of stuff getting pushed between instances, not much getting written to disk",4/28/15,1
echeipesh,Where is it in the spark job ?,4/28/15,1
notthatbreezy,http://ec2-52-1-248-63.compute-1.amazonaws.com:4040/stages/stage/?id=7&attempt=0,4/28/15,1
echeipesh,calculating a histogram,4/28/15,1
notthatbreezy,well it was stuck on save as new hadoop file for a while,4/28/15,1
lossyrob,"what_„Žs a while, and how big is the cluster?",4/28/15,1
notthatbreezy,1.3 hours,4/28/15,1
notthatbreezy,"32 cores, 170 GB of memory",4/28/15,1
notthatbreezy,4 r3.2xlarges,4/28/15,1
lossyrob,hmmm. Yeah that doesn_„Žt seem right.,4/28/15,1
notthatbreezy,"ok, I have some ideas, haven't messed with caching yet and it seems like a lot got evicted from memory -- just wanted to see what your experiences have been",4/28/15,1
lossyrob,@echeipesh would have a better sense of how bad that is compared to other runs we_„Žve done,4/28/15,1
notthatbreezy,"cool, I forgot to take off the extra cores parameter which probably didn't help this run",4/28/15,1
lossyrob,that might be messing with it all,4/28/15,1
notthatbreezy,probably,4/28/15,1
lossyrob,things are getting evicted from memory because there_„Žs too many tasks,4/28/15,1
echeipesh,Recorded one for 5 i2.2xlarge `DAGScheduler: Stage 7 (saveAsNewAPIHadoopFile at AccumuloDriver.scala:191) finished in 740.410 s`,4/28/15,1
notthatbreezy,"that makes sense, yeah",4/28/15,1
notthatbreezy,"ha ok, cool, that seems much more reasonable",4/28/15,1
echeipesh,This is a NEX ingest right ?,4/28/15,1
lossyrob,yeah,4/28/15,1
echeipesh,111 tasks is what it always ends up with given 1k keys page size,4/28/15,1
notthatbreezy,"going AFK -- yeah that's what we ended up with too, but since I bumped the number of parallel tasks, that was messing things up",4/28/15,1
echeipesh,"ah, didn_„Žt notice that",4/28/15,1
lossyrob,"hey @non, I spent a whole lot of time yestereday/last night trying to optimize the implementation that Johan had made of LZW decompression. You did LZW compression for GeoTrellis, and I basically learned scala optimization techinques from reading your code, so  I was wondering if you could give a quick eye to see if you have any ideas to move it further.",4/29/15,1
lossyrob,This is what it is currently: https://github.com/lossyrob/geotrellis/blob/geotiff-tile/raster/src/main/scala/geotrellis/raster/io/geotiff/compression/LZWDecompression.scala,4/29/15,1
lossyrob,"That does a decompression in, lets say for relative rating, _„ƒ10s'",4/29/15,1
lossyrob,"This version: https://github.com/lossyrob/geotrellis/blob/320072b10d64387ca1945bb42ad47f69ce28611b/raster/src/main/scala/geotrellis/raster/io/geotiff/compression/LZWDecompression.scala is what I started with, which was _„ƒ17s'",4/29/15,1
lossyrob,The ZLib can do it in about 4.5s,4/29/15,1
lossyrob,"GDAL doesn_„Žt seem to have much difference in decompression speed between ZLib and LZW. So yeah, not sure what else we can do with it to not make it so much worse than ZLib",4/29/15,1
lossyrob,"Profiling show most time spent _„ñ writeToOutput_„, _„ñLZWBitInputStream.get_„, and  _„ñaddEntry_„, which have the most invocations, by a lot_„_but I mean bits need to be read and copied to output, so yeah. not sure what else I can do here.",4/29/15,1
notthatbreezy,"@lossyrob - ingest is going much better today, got to writing output stage, though looks like it's pushing all the load to a single accumulo instance in the cluster",4/29/15,1
notthatbreezy,[![accumulo.png](https://files.gitter.im/geotrellis/geotrellis/NxzM/thumb/accumulo.png)](https://files.gitter.im/geotrellis/geotrellis/NxzM/accumulo.png),4/29/15,1
non,@lossyrob taking a look,4/29/15,1
non,i'll be on the train later tonight so i can maybe try to give you some comments then (at work now),4/29/15,1
non,@lossyrob so -- my intuition is that storing and writing data byte-by-byte will be slower than it needs to be,4/29/15,1
non,that may be wrong -- but it's just something that jumped out at me,4/29/15,1
lossyrob,"The initial implementation used byte arrays to hold the tokens_„_but for each token concat, another small array would have to be created and copied, and so that was slow. The latest optimization was to do the linked-list tokens so that each token string didn_„Žt have to be it_„Žs own array.",4/29/15,1
lossyrob,and I_„Žm copying GDAL_„Žs method for that_„_but also they are using structs and pointers and it_„Žs super fast :/ ,4/29/15,1
lossyrob,"not sure if there_„Žs a better method, I hope there is, but that_„Žs why the char by char method is there",4/29/15,1
DarkManiel,"When I run ```val spatialKey = rasterMetaData.mapTransform(clickPoint)``` I get an error that ""value mapTransform is not a member of (geotrellis.spark.io.LayerMetaData, geotrellis.admin.server.CatalogService.catalog.metaDataCatalog.TableName)""",4/29/15,1
DarkManiel,Is there another way to do this? My rasterMetaData is catalog.metaDataCatalog.load(layerId),4/29/15,1
non,@lossyrob is there a simple lzw benchmark i can run?,4/29/15,1
non,(which demonstrates the speed differences you talked about),4/29/15,1
non,(also -- i have to say that launching SBT to pull down everything over my tethered phone on a train is... problematic.),4/29/15,1
DarkManiel,"Ok... I think I got passed that using val (meta, _) , but now I'm having trouble finding what the ""rast"" variable was referring to. I tried ""raster.getDouble(col, row)"" and ""rasterExtent.getDouble(col, row)"", but neither work. Here's my code:",4/29/15,1
DarkManiel,"```scaladef valueRoute = cors{    path(""valuegrid"") {        get{      parameters(        'store,        'layer,        'zoom.as[Int],        'lat.as[Double],        'lng.as[Double],        'x.as[Double],         'y.as[Double],        'size.as[Int] ? 7) { (store,layer,zoom,lat,lng,x,y,size) =>        val layerId = LayerId(layer, zoom)        val (x,y) = (lng,lat).reproject(LatLng, WebMercator)        val (meta, _) = catalog.metaDataCatalog.load(layerId)        val clickPoint = Point(x, y).reproject(LatLng, meta.rasterMetaData.crs)        val rmd = meta.rasterMetaData        val spatialKey = rmd.mapTransform(clickPoint)        val tile = catalog.loadTile(layerId, spatialKey)        val tileExtent = rmd.mapTransform(spatialKey)        val rasterExtent = RasterExtent(tileExtent, tile.cols, tile.rows)        val (col, row) = rasterExtent.mapToGrid(clickPoint.x, clickPoint.y)        val values = mutable.ListBuffer[String]()        cfor(row - size)(_ <= row + size, _ + 1) { row =>  //ask sage??          cfor(col - size)(_ <= col + size, _ + 1) { col =>             if(0 <= col && col <= raster.cols && 0 <= row && row <= raster.rows) {               values += ""\""%.2f\"""".format(raster.getDouble(col,row))             } else {               values += ""\""\""""             }          }        }        s"""""" { ""success"" : ""1"", ""values"" : [ ${values.mkString("","")} ] } """"""                JsArray(JsObject(             ""model"" -> JsString(layer),             ""data"" -> JsArray(               data.map { case (year, value) =>                 JsObject(                   ""year"" -> JsString(year.toString),                   ""value"" -> JsNumber(value)                 )               }: _*             )           ))            }      }    } } ```",4/29/15,1
non,"@DarkManiel i think you need to put the ""\`\`\`scala"" and ""\`\`\`"" on their own lines",4/29/15,1
DarkManiel,okay thanks. Trying to edit it right now,4/29/15,1
non,looks good :),4/29/15,1
DarkManiel,"@lossyrob also, I'm not really sure how to deal with ``s"""""" { ""success"" : ""1"", ""values"" : [ ${values.mkString("","")} ] } """"""``. In the old admin, I see it being mapped into a rastersource, but we don't use rastersource here, so not quite sure how to handle that.",4/29/15,1
non,`567 warnings found` wow geotrellis has a lot of warnings these days,4/29/15,1
non,@lossyrob so i have a bunch of super speculative changes in a branch,4/29/15,1
non,if you can give me a benchmark to run i'm happy to compare it to what you have,4/29/15,1
lossyrob,"@non totally. Was travelling, just got to DC. I_„Žll get you the benchmarks I was running",4/30/15,1
lossyrob,"Also, all those warning are about failing to inline, because the -optimize flag is set",4/30/15,1
non,thanks :),4/30/15,1
non,right right,4/30/15,1
lossyrob,Any suggestions on how to deal with that?,4/30/15,1
non,"fair warning: if the thing i did improves performance, you may still hate the code",4/30/15,1
lossyrob,I don_„Žt hate better performing code,4/30/15,1
non,"well -- if you were marking things with `@inline` that can't be inlined, removing the annotation is not a bad idea",4/30/15,1
non,but yeah sometimes it just complains about stuff and there's not a lot one can do,4/30/15,1
lossyrob,it_„Žs all just ->,4/30/15,1
lossyrob,which I never use anymore,4/30/15,1
lossyrob,but other people do,4/30/15,1
non,haha yeah,4/30/15,1
non,i might mass-refactor that to remove warnings,4/30/15,1
non,but that's a bit passive-aggressive,4/30/15,1
lossyrob,I_„Žve been wanting to do that,4/30/15,1
lossyrob,"but yeah. It_„Žs been like, meh I might end up doing that but not yet",4/30/15,1
non,so a few things i'm trying in this commit -- make the bounds-checking on array access more transparent,4/30/15,1
non,to try to help loop optimizations,4/30/15,1
non,"also minimize/reduce calculations in the hot loop, also try to avoid using inner methods which will turn vars into ""Ref"" classes",4/30/15,1
non,"(e.g. if you capture a `var foo` and update it from an inner method, `foo` ends up being an `IntRef` object to allow it to be updated from another method.)",4/30/15,1
non,"not sure if any of it will make a difference, we'll see",4/30/15,1
non,"the overall lines of code are the same, but there is a lot of manual inlining/optimization going on :P",4/30/15,1
lossyrob,"awesome. those sound like good moves. Just uploading the data for the benchmarks, a bit too big to commit",4/30/15,1
non,yeah for sure,4/30/15,1
non,we'll see if my data plan can handle downloading it ;),4/30/15,1
lossyrob,I can get 2 zipped at 815 MB. Is that going to be too much?,4/30/15,1
non,haha i'll wait an hour or two until i'm home,4/30/15,1
non,then it'll be fine,4/30/15,1
non,"i have the code compiling so ideally i can just download the data, run a before/after benchmark, and report the findings",4/30/15,1
lossyrob,yeah. Also if you have a branch I can run the benchmarks against the data here,4/30/15,1
lossyrob,"uploading to gdrive now, will take a bit anyway on my side",4/30/15,1
non,ok,4/30/15,1
non,maybe i'll push my branch and let you try it out,4/30/15,1
non,also fair warning it may be buggy,4/30/15,1
lossyrob,I didn_„Žt know about that IntRef stuff. Any reason that wasn_„Žt showing up on the VisualVM profiler that you_„Žd know of?,4/30/15,1
lossyrob,yeah for sure. Do the tests pass?,4/30/15,1
lossyrob,~test-only *Predictor* should tell you if it works ,4/30/15,1
lossyrob,\*Predictor\*,4/30/15,1
non,ok,4/30/15,1
non,"i ran them awhile ago, let's try again",4/30/15,1
non,"ugh, well, somehow i'm getting a java.net.UnknownHostException now",4/30/15,1
lossyrob,hmmm,4/30/15,1
lossyrob,that_„Žs a weird one,4/30/15,1
non,anyway -- i can't run tests or even push my branch,4/30/15,1
non,due to bandwidth,4/30/15,1
non,but here's a patch if you are interested: https://gist.github.com/non/f80e0fea16d6fb526df7,4/30/15,1
non,it's a patch against your branch,4/30/15,1
non,pretty extensive but should be easy to apply,4/30/15,1
lossyrob,nice,4/30/15,1
non,the big thing you'll notice is that the loops / ifs are a bit simpler and fewer,4/30/15,1
lossyrob,"cool, testing now",4/30/15,1
non,great :) it's likely i missed something up,4/30/15,1
non,if there are bugs i'll look at them when i'm back home and have a more sane network situation,4/30/15,1
lossyrob,test ran fine,4/30/15,1
non,great,4/30/15,1
lossyrob,hm actually I don_„Žt think I applied the patch right_„_will let you know when I get it working correctly,4/30/15,1
non,ok,4/30/15,1
non,i think `patch -p1 < lzw.patch` should work,4/30/15,1
non,assuming you have you branch checked out,4/30/15,1
lossyrob,yeah thats not doing it for me. at the root of the repo right?,4/30/15,1
non,yeah,4/30/15,1
non,ok here is the entire file: https://gist.github.com/non/7cb35c2dbdd33a0f708f,4/30/15,1
lossyrob,"cool thanks. never got good at patching. I used that, let_„Žs see how that goes.",4/30/15,1
lossyrob,yeah things are failing. I_„Žll take a look and see if I can sort out what_„Žs going on,4/30/15,1
non,i made a ton of changes,4/30/15,1
non,i'm sure i screwed it up,4/30/15,1
non,like -- each individual change was supposed to preserve overall behavior,4/30/15,1
non,but it's possible that one erroneous change made it seem like other optimizations would be safe (but weren't). so don't spend too much time on it ;),4/30/15,1
lossyrob,"yeah. I ran into that as well in a try I did, before I did the linked list try. ended up reverting it and trying again",4/30/15,1
non,"when i get back tonight i'll take a quick look but maybe just try to ""re-do"" the changes while running tests to ensure correctness (what i should have been doing all along)",4/30/15,1
lossyrob,the logic read clean,4/30/15,1
lossyrob,"ok cool. I_„Žm going to spend a little time with it too, so I_„Žll let you know if I make any progress",4/30/15,1
non,thanks!  but don't feel like you have to clean up my mess ;),4/30/15,1
lossyrob,"@DarkManiel on your first question_„_when there_„Žs a type issue, you need to inspect the types to see what you mean to say, and what your actually saying in code, and how you can lean on the compiler to figure out what you_„Žre saying wrong. The compiler is telling us, ok, I have a (LayerMetaData, TableName) type, and your asking me for something that has a mapTransform method, and this def isn_„Žt it. You could inspect the types your getting back, and see that LayerMetaData.rasterMetaData actually has what your looking for, so then use the appropriate proerties to get at the mapTransform.",4/30/15,1
lossyrob,"@non please don_„Žt sweat that idea! Getting you to look at the code and make those suggestions, even messy suggestions is super helpful. So thank you!",4/30/15,1
lossyrob,"I always side glanced the inner method calls, but now I have an actual reason to know not to use them",4/30/15,1
lossyrob,and if you did make it faster then that_„Žs going to be an awesome contribution,4/30/15,1
non,yeah hopefully! i'm about 20 minutes away from PVD i think so i'll go offline now but i'll ping you when i'm home,4/30/15,1
lossyrob,"Oh sorry @DarkManiel reading through comments i_„Žve been missing (traveling this week), so it looks like you sorted that out. The other thing_„_what you get back is a tile. We renamed _„ñRaster_„ to _„ñTile_„ when the spark code started in earnest, because the _„ƒRaster_„Ž was actually the whole layer, and so the individual _„ƒTiles_„Ž were really what you_„Žd get values from. For better or worse. So the _„ƒraster_„Ž you want to get values from is actually the tile that you loaded. So _„ƒtile.getDouble(col, row)_„Ž should work",4/30/15,1
lossyrob,"@non awesome, I should be on for a while (in DC with nothing to do but all the coding) so talk to you then!",4/30/15,1
lossyrob,"@DarkManiel a good way to have found that out is, if you_„Žre looking for what has a method call, `grep` the codebase (or use [ag, the silver searcher](https://github.com/ggreer/the_silver_searcher), which is super fast and awesome) for that method name, and look for declarations. That perhaps would have landed you on the Tile trait, and let you find that that_„Žs what you want to get values from",4/30/15,1
lossyrob,"@non nice! just took one switch. oldCode = code should happen even if code == ClearCode, that was it.",4/30/15,1
lossyrob,so moving the assignment at line 142 to under the bracket on 143,4/30/15,1
lossyrob,"Ok, so I_„Žm running them through a really crappy version of the benchmark_„_caliper doesn_„Žt like how long it takes to process the big file. I_„Žm going to work on some better benchmkars by gdal_translating, but here_„Žs some initial results:",4/30/15,1
lossyrob,"```Pre Erik changes:[info] Running geotrellis.benchmark.RasterReadProfile [info] Starting...[info] [Reading geotiff lzw time 1] Run 0 took 8773 ms.[info] [Reading geotiff deflate time 1] Run 0 took 5676 ms.[info] [Reading geotiff lzw time 2] Run 0 took 8764 ms.[info] [Reading geotiff deflate time 2] Run 0 took 4507 ms.[info] [Reading geotiff lzw time 3] Run 0 took 8283 ms.[info] [Reading geotiff deflate time 3] Run 0 took 4797 ms.[info] [Reading geotiff lzw time 4] Run 0 took 10419 ms.[info] [Reading geotiff deflate time 4] Run 0 took 5007 ms.Post Erik changes:[info] [Reading geotiff lzw time 1] Run 0 took 8870 ms.[info] [Reading geotiff deflate time 1] Run 0 took 5574 ms.[info] [Reading geotiff lzw time 2] Run 0 took 7972 ms.[info] [Reading geotiff deflate time 2] Run 0 took 4384 ms.[info] [Reading geotiff lzw time 3] Run 0 took 8711 ms.[info] [Reading geotiff deflate time 3] Run 0 took 4633 ms.[info] [Reading geotiff lzw time 4] Run 0 took 7974 ms.[info] [Reading geotiff deflate time 4] Run 0 took 5149 ms.[info] [Reading geotiff lzw time 5] Run 0 took 9578 ms.[info] [Reading geotiff deflate time 5] Run 0 took 4542 ms.[info] [Reading geotiff lzw time 6] Run 0 took 7970 ms.[info] [Reading geotiff deflate time 6] Run 0 took 4486 ms.```",4/30/15,1
lossyrob,"I_„Žd say, definite improvement",4/30/15,1
lossyrob,so strange. GDAL works so much faster with LZW than with Deflate,4/30/15,1
notthatbreezy,@lossyrob since you're gioing to be on for a while ... maybe we could chat about some of the issues we ran into with the ingest stuff today (with the hope that there's some config change I'm missing that could fix things),4/30/15,1
lossyrob,for sure,4/30/15,1
notthatbreezy,"we ran the ingest on a big cluster (112 cores, about 800GB of memory (don't worry, used spot instances so it was cheap)) -- but the writing to accumulo still took about 40 minutes",4/30/15,1
lossyrob,hm,4/30/15,1
notthatbreezy,"everything else ran really fast -- it looked like the writes were going to a single accumulo instance, which then had to balance it as it got too big",4/30/15,1
notthatbreezy,"in fact, I'm almost positive that's what was happening based on the accumulo UI",4/30/15,1
lossyrob,"well, the way we do it now I believe (and @echeipesh wrote it so he would know best) is that we write to HDFS, and then tell accumulo to vacuum up the tiles from the directory in HDFS",4/30/15,1
lossyrob,have you looked at where it does that in code?,4/30/15,1
notthatbreezy,"kind of (one sec, let me get a link to where I was looking at stuff)",4/30/15,1
lossyrob,"and to be sure, we_„Žre on catalog-refactor, right?",4/30/15,1
lossyrob,https://github.com/geotrellis/geotrellis/blob/feature/catalog-refactor/spark/src/main/scala/geotrellis/spark/io/accumulo/RasterRDDWriter.scala#L63,4/30/15,1
notthatbreezy,"ha yes, didn't make that mistake again",4/30/15,1
lossyrob,hm,4/30/15,1
lossyrob,something seems weird,4/30/15,1
notthatbreezy,https://github.com/geotrellis/geotrellis/blob/feature/catalog-refactor/spark/src/main/scala/geotrellis/spark/io/accumulo/RasterRDDWriter.scala#L58,4/30/15,1
notthatbreezy,"yeah, so that's where I was looking at things",4/30/15,1
notthatbreezy,tried tweaking some things with the BatchConfig --- but ran into more issues,4/30/15,1
lossyrob,this is Eugene_„Žs try3 branch,4/30/15,1
lossyrob,https://github.com/echeipesh/geotrellis/blob/zcurve-try3/spark/src/main/scala/geotrellis/spark/io/accumulo/AccumuloDriver.scala#L168,4/30/15,1
lossyrob,it_„Žs saving it differently,4/30/15,1
lossyrob,it_„Žs possible that this change didn_„Žt make it_„Žs way in,4/30/15,1
notthatbreezy,"ok cool, maybe I'll try that out tomorrow",4/30/15,1
notthatbreezy,what you're saying it _should_ do makes sense,4/30/15,1
lossyrob,yeah. I imagine that_„Žs what_„Žs going on,4/30/15,1
notthatbreezy,ran into another issue when trying to ingest a second layer/set of data,4/30/15,1
notthatbreezy,that I don't think is related,4/30/15,1
lossyrob,which is unfortunate.,4/30/15,1
lossyrob,"ok, what_„Žs that?",4/30/15,1
notthatbreezy,"was getting a weird error about case match (was splitting a java string into an `Array(table, name)` (if that rings a bell) failing ... trying to find the exact spot",4/30/15,1
lossyrob,hm don_„Žt htink i hit that,4/30/15,1
notthatbreezy,https://github.com/geotrellis/geotrellis/blob/feature/catalog-refactor/spark/src/main/scala/geotrellis/spark/io/accumulo/AccumuloLayerMetaDataCatalog.scala#L83,4/30/15,1
notthatbreezy,"I tried ingesting rcp24, which though slow, eventually worked, then since the benchmark needs another layer was going to do rcp60,",4/30/15,1
lossyrob,did you switch codebases (to the refactor branch) between those two ingests?,4/30/15,1
notthatbreezy,"no, everything was on catalog-refactor",4/30/15,1
lossyrob,k,4/30/15,1
lossyrob,did you happen to catch what the string was,4/30/15,1
notthatbreezy,"no, I added a log statement on the last try, but think I messed it up and it never printed the actual string just the StringXXXX memory location stuff",4/30/15,1
lossyrob,"so you loaded rcp60, and it failed on ingest?",4/30/15,1
notthatbreezy,"yeah, it got as far as getting it from s3, then this runs next and it failed with the case match error",4/30/15,1
notthatbreezy,or maybe just matcherror,4/30/15,1
lossyrob,you_„Žd be able to see what_„Žs going on in the accumulo shell,4/30/15,1
lossyrob,and do a `scan -f 20` on the metadata table,4/30/15,1
lossyrob,and look at the row ids,4/30/15,1
lossyrob,and see if htere_„Žs any that don_„Žt have that `XXX__XXX` name convention,4/30/15,1
notthatbreezy,"got it,  the cluster isn't around any longer, but I'll keep that in mind tomorrow",4/30/15,1
lossyrob,"ok. @echeipesh would be good to work with on that, if you have to get him to pair with you a bit for that accumulo write issue and this that would be helpful.",4/30/15,1
lossyrob,"@non here_„Žs some more results, I quartered the dataset so it can run in caliper ok:",4/30/15,1
lossyrob,"```Pre Erik changes:[info]       LZW 2035 ==============================[info]   DEFLATE  995 ==============Post Erik changes:[info] benchmark   ms linear runtime[info]       LZW 2009 ==============================[info]   DEFLATE  966 ==============```",4/30/15,1
notthatbreezy,"sounds good, yeah he was out sick today -- thanks for the help",4/30/15,1
lossyrob,"no problem. Sorry I_„Žm not more of a help, but I know that Eugene has worked through the guts of these issues more than me so I think he_„Žd be the best to have definite answers",4/30/15,1
notthatbreezy,"no worries, this is all good info -- that PR @moradology put together was one quick optimization we tried out, which I still think is a good idea, otherwise we're materializing that RDD twice for no reason -- also spent a fair amount of time digging through accumulo docs which will probably be useful at some point",4/30/15,1
non,@lossyrob interesting. so not really a difference,4/30/15,1
notthatbreezy,found some info about how many splits/tablet servers are optimal for pre-splitting too,4/30/15,1
allixender,"Hi everyone, just wanted say Hi and introduce myself quickly :-) I'm Alex and I got accepted for this year's GSoC with GeoTrellis.",4/30/15,1
lossyrob,hey dude! Congrats on getting accepted,4/30/15,1
allixender,"Hi rob, just saw the assigned mentor in Melange would be Chris Brown",4/30/15,1
lossyrob,"That_„Žs fine, that_„Žs just admin stuff.",4/30/15,1
allixender,Thanks Rob :-) I've sent you a big email. Shall I get in touch with Chris via email?,4/30/15,1
lossyrob,"GeoTrellis has 5 students accepted, they all had us two as metnors, so they_„Žre probably trying to spread it out",4/30/15,1
notthatbreezy,"Hey Alex - that's me, nice to meet you -- congrats on getting accepted",4/30/15,1
lossyrob,"but I_„Žll remain the primary point of contact, as not to drag chris into more work that he agreed to take on ;)",4/30/15,1
allixender,"Oh wow, congrats to you guys, too. That's amazing",4/30/15,1
allixender,"Ok, that's cool, Rob. Hi Chris :-)",4/30/15,1
notthatbreezy,ha thanks @lossyrob :),4/30/15,1
lossyrob,"Apologies for not responding to your email yet, I_„Žve got a lot of those :/",4/30/15,1
allixender,"tags, alright, I'll get into it @lossyrob @notthatbreezy ",4/30/15,1
lossyrob,but we should set up an initial google hangout to do a meet and greet (which @notthatbreezy it would be awesome if you could join in on that),4/30/15,1
non,"@lossyrob hey, so i'm back in PVD. where can i download the test data?",4/30/15,1
notthatbreezy,"yeah, definitely we should do taht soon",4/30/15,1
allixender,"Yeah no worries @lossyrob , community bonding although needs engagement from student's side :-) ",4/30/15,1
allixender,*also,4/30/15,1
lossyrob,yeah totally. and I_„Žm really glad you_„Žre on here. This so far has been the most effecitive way to communicate with the GeoTrellis community I think,4/30/15,1
allixender,"So, if I am off and log back in would I get reminded if my name has been tagged in messages?",4/30/15,1
lossyrob,"yup, it_„Žll even annoy you with emails if your mentioned",4/30/15,1
notthatbreezy,I think so -- I get emails if I have unread messages in general after a while,4/30/15,1
allixender,sweet.,4/30/15,1
lossyrob,"I use the OSX client for it, which is pretty great_„_can_„Žt speak to other clients",4/30/15,1
notthatbreezy,"I use the web client, no complaints -- there _is_ an IRC gateway too as well I've played with",4/30/15,1
lossyrob,@non here_„Žs a branch that you can use to benchmark LZW if you_„Žre curious: https://github.com/lossyrob/benchmark/tree/benchmarking-lzw,4/30/15,1
